hotel,hotel_id,images-src,guests,bedroom,bath,price_per_night($),price_id,location,host,Hotel_rating,Hotel_ratingid,userName,userid,RatingbyUsers,userLocation,userCity,locationid,Comments,Crime Rate
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Media Town,Hosted by Usman,4.9,4,Usama,347,3,"Melbourne, Australia",nill,1,usman is great host .he was in touch throughout the duration of stay.overall place is well equiped and clean👍,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Media Town,Hosted by Usman,4.9,4,Sharoze,89,5,"Islamabad, Pakistan",United Arab Emirates,9,The host was extremely accommodating and the place was quite nice.,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Media Town,Hosted by Usman,4.9,4,Ahsan,253,3,2 years on Airbnb,nill,1,"Easy check-in, Excellent communication and a pleasant stay. Everything was great.
Internet speed can be improved a bit for Netflix lovers, but all in all a good place and a great host.",high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Media Town,Hosted by Usman,4.9,4,Wisal,1148,5,"Islamabad, Pakistan",nill,1,Recommended,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Haris,97,4,"Virginia, United States",nill,1,Great location and great place to stay at. Check in check out process is smooth and easy. Worth every penny!,medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Haider,416,4,1 year on Airbnb,nill,1,super easy check-in and checkout and the place was super cozy. will book again,medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Abdullah,43,5,1 year on Airbnb,nill,1,Good place but A bit Small,medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Abdul Aziz,1140,3,3 years on Airbnb,China,3,"It was nice place and iam regular guest of Usman he is great man and he do facilitate as much as he can 
Thank you usman",medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Mawra,1141,3,2 years on Airbnb,nill,1,"A great place, neat and clean with great neighborhood. walking distance from e11/2 and e11/3 markaz. smooth checking in. usman is great host and approachable at any given time.",medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Range Road,Hosted by Usman,4.9,4,Sadam,1149,5,2 years on Airbnb,United Kingdom,2,Nice place nice naberous,medium
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Rawal Town,Hosted by Usman,4.9,4,Hassaan,878,3,"Islamabad, Pakistan",United Kingdom,2,It was a nice and comfortable stay.,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Irfad,1150,3,"Manama, Bahrain",nill,1,💯💯,Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Betsy,1142,5,"Lahore, Pakistan",nill,1,"Nice family-friendly building, with cooperative hosts, and a good value for the money.",Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Aqeel,157,4,"London, United Kingdom",nill,1,Usman is a great host he is very well attached through out the stay his place was nice painting was amazing clean apartment as he was nice I didn't complain that tv remote has I think no cells I think he have notice already other then that it was a nice apartment.,Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Yasir,31,5,"Rawalpindi, Pakistan",nill,1,great clean place to stay in the heart if the city with a cooperative host. all amenities are extremely closeby.,Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Mahad,824,3,"Rawalpindi, Pakistan",United Kingdom,2,"Usman was a great host! Responded very quickly, and was very accommodating to our needs/requests. Check-in instructions were super detailed and helpful. 
The apartment was very clean and well stocked. We could not have asked for a better location. Overall a wonderful place; we would stay here again easily!",Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Top City 1,Hosted by Usman,4.9,4,Shahrukh,384,5,"Islamabad, Pakistan",nill,1,I had a really great stay with Usman. He was a wonderful host and I would love to stay at his place again.,Low
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Tulsa Road,Hosted by Usman,4.9,4,Rohan,845,3,"Islamabad, Pakistan",nill,1,Perfect,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Adiala Road,Hosted by Usman,4.9,4,M Saad,1151,4,"Kuala Lumpur, Malaysia",United Kingdom,2,Rating 5 stars. The host cooperated a lot and provided kitchen items as well. Flat was neat and clean.,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Adiala Road,Hosted by Usman,4.9,4,Adnan,179,3,2 years on Airbnb,nill,1,"i am a regular Airbnb traveler and would rate Usman's place as one of the nicest, best located, and real value of all the places ihave stayed. The place was very clean, modern, had everything we needed to feel at home, Communication was great too. We would highly recommend this wonderful apartment.",high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Adiala Road,Hosted by Usman,4.9,4,Sarim,1152,4,2 years on Airbnb,nill,1,Days,high
Ozzi cottage Top pick,65,https://a0.muscache.com/im/pictures/cce404be-2d4d-4113-b93f-5c47a78eea18.jpg?im_w=720,2 guests ·,1 bedroom,1 bath,23,38,Adiala Road,Hosted by Usman,4.9,4,Mahad,824,5,"Rawalpindi, Pakistan",nill,1,Seamless check-in and lovely hospitality. The place was spotless and if definitely recommend it.,high
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Adiala Road,Hosted by Muhammad,4.67,29,Mohammad Behram,1153,3,United Kingdom,United Kingdom,2,"Great view from a fantastic location. The host is very facilitating as well. Overall, it was a good experience.",high
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Adiala Road,Hosted by Muhammad,4.67,29,Saad,83,4,2 years on Airbnb,nill,1,Everything was perfect!,high
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,DHA Defence,Hosted by Muhammad,4.67,29,Hashim,198,4,"Leeds, United Kingdom",nill,1,A very well-maintained flat & spectecular views from the terrace.,Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Umair,140,3,"Lahore, Pakistan",nill,1,"Great host and staff! 
Welcoming and the place was exactly how it was described.",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Ammar,279,3,1 month on Airbnb,nill,1,"The place is good but can be improved with replacing bigger beds, providing better check in instructions and wifi availability… amenities are available but efficiency can be improved",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Haziq,549,5,10 months on Airbnb,nill,1,"It was great experience. 
Host is friendly and coperative which is attractive for me. 
Price of appartment is also budget friendly. 
Highly recommended.",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Aleeza,1154,5,United Kingdom,nill,1,Everything was perfect except cleaniness,Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Hamaad,426,3,1 year on Airbnb,nill,1,Nice service overall,Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Hussain,310,5,2 months on Airbnb,nill,1,"Pictures don’t do justice to the beauty of this suite. Loved the ambiance, cleanliness. Would recommend 10/10. 
Great host, best location.",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Faisal,566,3,"Sargodha, Pakistan",nill,1,"place was good , bathrooms need attention, terrace view was very good",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,Ghauri Town,Hosted by Muhammad,4.67,29,Kashan,1155,3,3 months on Airbnb,nill,1,"Me and my family enjoyed our stay, the host was very good arranged everything very well. 
Would recommend a stay here for sure , I had 4 very young children and they enjoyed it too.
The pics are very accurate you pay, just make sure you have requested enough logs to burn 🔥😆",Low
35% Off Ramadan | Signature Loft Penthouse,66,https://a0.muscache.com/im/pictures/4b63ab14-6161-4d1a-a681-fd801518c4c7.jpg?im_w=720,6 guests ·,2 bedrooms,2 baths,59,30,I-10 Markaz,Hosted by Muhammad,4.67,29,Saad,83,3,2 years on Airbnb,nill,1,"Everything was very good, our stay was comfortable, the host is very nice.",medium
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Mumtaz City,Hosted by A,4.72,14,Azmat Ullah,1156,5,3 years on Airbnb,nill,1,Great,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Mumtaz City,Hosted by A,4.72,14,Zaheer,1157,5,United Kingdom,nill,1,"This place was nice and in great  location. The host was super nice as well.
Definitely recommend anyone travelling who want privacy and clean place.
Thank you .",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Murree Road,Hosted by A,4.72,14,Frogh,1158,3,"Tracy, California",nill,1,"Thank you for your hospitality and for making our stay in Islamabad enjoyable. We would stay at your apartment again and recommend it to anyone visiting Pakistan. 
Pros:
The property was immaculately clean and well-equipped
The host was responsive, accommodating, and respectful
The location was convenient and safe, close to many attractions, malls, and amenities
The host was understanding and assured me of my family's safety while staying at the apartment
Cons:
You don't often come across apartments/houses that are flawless, but I must confess that this property, the host, and the helpers were flawless—no cons at all. 
Once again, thank you for making our stay in Islamabad so enjoyable.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,River Hills,Hosted by A,4.72,14,Amar,1002,4,5 years on Airbnb,nill,1,Great Place!!,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Rose Garden,Hosted by A,4.72,14,Ikhlaq,1159,5,"Sheffield, United Kingdom",nill,1,"Was a tidy clean place

Had no major issues 

Bathroom fan did not work but there is window you can open.

The view was spectacular from the living room balcony.

The owner was VERY accommodating and helpful.

Couple of pointers to know

-you will need to tell reception to switch on boiler on a Daily basis

-if you want to walk to centrious mall use the underground in the metro bus stop.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Sadiqa Abad,Hosted by A,4.72,14,Ali,67,5,5 months on Airbnb,nill,1,"Responsive & competent, I'll definitely return!",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Sadiqa Abad,Hosted by A,4.72,14,Aisha,788,4,"Charlotte, North Carolina",nill,1,thank you for hosting my stay. I recommend this place,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Soan Garden,Hosted by A,4.72,14,Masroor,1160,4,Spain,nill,1,"A beautiful apartment with great view. On top, A is a super host.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Soan Garden,Hosted by A,4.72,14,Anum,1161,4,9 months on Airbnb,nill,1,"Its was a nice place just as shown in the pictures.
Will visit again :)",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Westridge 2,Hosted by A,4.72,14,Adnan,179,5,"Riyadh, Saudi Arabia",Pakistan,8,The apartment is a beautiful stay. Clean and quiet. The only problem is that it is not optimized for works-from-home situations. The desk arrangement needs to be worked on,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Defence Road,Hosted by A,4.72,14,Mahwish,1162,4,8 months on Airbnb,nill,1,"First time in Islamabad as a couple, overall great experience. Some issues such as missing iron. Great views but the space could use a little deep clean and fixing because lot of the furniture was looking old.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Defence Road,Hosted by A,4.72,14,Newark,1163,4,3 years on Airbnb,nill,1,"I am writing this review with heavy heart as I do not believe in hurting anyone’s reviews or business BUT I HAVE TO BE HONEST SO OTHER PEOPLE BOOKING CAN KNOW BETTER.
1: I was told bedsheets and towels have been laundered however both had hairs on it
2: Upon arrival noticing not clean towels and sheets requested for replacement but was denied and told it just came from laundry and May b owner hairs fell caz she used blow dryer 
3: Third evening I texted host and asked if place is available for another night stay and it was available. Upon arrival I noticed that they have kept same towels and bed sheets left me wondering what if someone other than me had rented this place they would have slept in used sheets and used a dirty towel. 
4: when I brought up this dishonesty to the host M, he simply started to beg not to put a bad review and said it happens due to cleaners mistake which I felt was another lie.I am disgusted not only because the place was dirty but also because people have no",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Eiffel Tower,Hosted by A,4.72,14,Rizwan,687,4,"Sacramento, California",nill,1,Good unit,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Green Avenue,Hosted by A,4.72,14,Ali,67,5,"Topi, Pakistan",nill,1,"I loved my stay at the place. I usually don’t consider Airbnbing while travelling with my better half. Amazing place/Amazing view/All amenities were there!
Their was some issue at the check-in but I would really appreciate the host for being SUPER RESPONSIVE. He stayed connected with me through out the hassle which is why I would not consider mentioning any of it. Would definitely come again Inn Sha Allah",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Gulshan Abad,Hosted by A,4.72,14,Ali,67,4,"Islamabad, Pakistan",nill,1,Great location. Everything was well thought out. The apartment is equipped with all the basic amenities. Had a really comfortable stay. Great views!!,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Gulshan Abad,Hosted by A,4.72,14,Zohaib,207,3,"Islamabad, Pakistan",nill,1,"Aliya is an exceptional host who ensured our utmost comfort during our stay. The place is unparalleled in the listing, and it offers breathtaking views of Islamabad.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Misryal Road,Hosted by A,4.72,14,Arham,1164,3,2 years on Airbnb,nill,1,"Amazing place and very nice host, very understanding and helping. The place is very aesthetic and best for beautiful views.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Park Enclave,Hosted by A,4.72,14,Wusqa,1165,5,2 years on Airbnb,nill,1,"The place was nice and I liked the location and the apartment. However, considering how the place had a 20$ cleaning fee the place could’ve been a bit more clean. Overall though, we had a nice stay and the host was always available and in contact.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Qasim Market,Hosted by A,4.72,14,Muhammad,0,5,2 years on Airbnb,nill,1,"It was an amazing stay. 
Every basic necessity was available at walking distance.
The place was cozy, peaceful, and clean.
I faced only one challenge, the water heater for bathroom was off and i had to request reception of the building to turn it on.
I would suggest that who ever book the appartment should ask the host to make sure its on.
The view of the appartment was great!
Looking forward to stay here again if needed.
The price was slightly high but worth paying for.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,River Garden,Hosted by A,4.72,14,Malaika,356,4,3 years on Airbnb,nill,1,Everything was perfect as usual,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Shehzad Town,Hosted by A,4.72,14,Faiz Khan,55,5,"Atlanta, Georgia",nill,1,"One of great places to stay. Decor is on point, clean and the ambiance is pretty great",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Faisal Colony,Hosted by A,4.72,14,Malaika,356,5,3 years on Airbnb,nill,1,"I had such a good time staying at this place, everything was upto the mark",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Faisal Colony,Hosted by A,4.72,14,Maleeha,794,3,2 years on Airbnb,nill,1,"Overall, it was a pleasant stay. Though there is bit scope of improvement but it didn't impacted the stay much as they were always available to communicate, and resolve issue immediately",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Pakistan Town,Hosted by A,4.72,14,Mrs,142,5,9 months on Airbnb,nill,1,Overall good experience!,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Peshawar Road,Hosted by A,4.72,14,Habib,394,4,"Lahore, Pakistan",nill,1,"The location was fantastic, and the facilities were excellent. Almost everything we needed was available, except for the baby bath area and the listed bathtub, which was missing. Apart from that, our stay was enjoyable. Nonetheless, the place was cozy and pleasant, and I would certainly recommend it.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Peshawar Road,Hosted by A,4.72,14,Zubaria,469,5,10 months on Airbnb,nill,1,It was a great experience,Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Wakeel Colony,Hosted by A,4.72,14,Naveed,399,5,"Islamabad, Pakistan",nill,1,"This was our second stay, and it was better than the last one .. an excellent place to live in Islamabad.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Wakeel Colony,Hosted by A,4.72,14,Abid,291,4,"San Jose, California",nill,1,"I recently had the pleasure of staying at the Airbnb Oasis, and I must say it was an exceptional experience from start to finish.
One of the highlights of my stay was the breathtaking view from the balcony. It overlooked a city, providing a serene and tranquil atmosphere. It was the perfect spot to enjoy a morning cup of coffee or unwind in the evening while watching the sunset.",Low
1 bed apartment opp to Centaurus,67,https://a0.muscache.com/im/pictures/miso/Hosting-870053833009127311/original/c7a077a1-2f88-40f6-adb2-5d57ddbb525b.jpeg?im_w=720,2 guests ·,1 bedroom,2,54,39,Wakeel Colony,Hosted by A,4.72,14,Naveed,399,3,"Islamabad, Pakistan",nill,1,"It was a short stay, as I usually do during my travel to Islamabad. It's a modern, stylish, and peaceful place offering a good city view of Islamabad. The amenities are top-notch, and you get some free snacks, too :) -- though I didn't touch any. A strong Internet, comfortable bed, and large bathroom add the attraction. I liked it so much that I re-book it for my next trip in May. 5 stars!",Low
Safe & Secure Beautiful Apartment.,68,https://a0.muscache.com/im/pictures/619b0591-4a56-4350-a56e-eb32b1272bd7.jpg?im_w=720,3 guests ·,1 bedroom,1 bath,30,4,Jinnah Gardens,Hosted by Jawad,4.95,18,Akbar,780,4,"Karachi, Pakistan",Pakistan,8,"Had a wonderful and comfortable stay at Jawads place. He was always responsive and happy to help, always a message away. Looking forward to next time!",Low
Safe & Secure Beautiful Apartment.,68,https://a0.muscache.com/im/pictures/619b0591-4a56-4350-a56e-eb32b1272bd7.jpg?im_w=720,3 guests ·,1 bedroom,1 bath,30,4,Karsaaz Villas,Hosted by Jawad,4.95,18,Saadoon,386,3,4 months on Airbnb,nill,1,"Good place, clean and well maintained with all amenities mentioned in the description",Low
Safe & Secure Beautiful Apartment.,68,https://a0.muscache.com/im/pictures/619b0591-4a56-4350-a56e-eb32b1272bd7.jpg?im_w=720,3 guests ·,1 bedroom,1 bath,30,4,Karsaaz Villas,Hosted by Jawad,4.95,18,Raja,44,3,United Kingdom,nill,1,"My honest thoughts of Jawad he has a great personality and character he is kind, provides Excellent and professional customer service. 
He is very friendly and helpful. Jawad response time is excellent.
Anyone who wants to book this place I definitely recommend it.",Low
Safe & Secure Beautiful Apartment.,68,https://a0.muscache.com/im/pictures/619b0591-4a56-4350-a56e-eb32b1272bd7.jpg?im_w=720,3 guests ·,1 bedroom,1 bath,30,4,Satellite Town,Hosted by Jawad,4.95,18,Abdullah,43,3,"Stafford, Texas",nill,1,"Best host in the twin cities! I have visited most of his apartments and all of them are neat & tidy, amazing vibe and good environment and most of all they all have safe neighborhood. Would definitely recommend! ☺️",medium
Safe & Secure Beautiful Apartment.,68,https://a0.muscache.com/im/pictures/619b0591-4a56-4350-a56e-eb32b1272bd7.jpg?im_w=720,3 guests ·,1 bedroom,1 bath,30,4,Satellite Town,Hosted by Jawad,4.95,18,Meer,1166,4,2 years on Airbnb,nill,1,Staying at Jawad’s place is always great.He’s a good host and the place is wonderful.,medium
